Title,Date,Venue/Journal,Authors,Key word list
New Insights and Methods For Predicting Face-To-Face Contacts,2013,International Conference on Weblogs and Social Media,"Christoph Scholz1, Martin Atzmueller1, Gerd Stumme1, Alain Barrat2, Ciro Cattuto3","['2Centre national de la recherche scientifique,', '3Institute for Scientific Interchange', 'Social network analysis']"
"""You Never Call, You Never Write"": Call and SMS Logs Do Not Always Indicate Tie Strength",2015,Conference on Computer Supported Cooperative Work,"Jason Wiese, Jun-Ki Min, Jason I. Hong, John Zimmerman","['Social graph', 'Operationalization', 'Interpersonal ties']"
The Strength of Friendship Ties in Proximity Sensor Data,2014,PLOS ONE,"Vedran Sekara1, Sune Lehmann2","['2Department of Applied Mathematics and Computer Science', 'Urban planning', 'Socialization']"
Reconstructing individual mobility from smart card transactions: a collaborative space alignment approach,2015,Knowledge and Information Systems,"Fuzheng Zhang1, Nicholas Jing Yuan2, Yingzi Wang1, Xing Xie2","['2Microsoft', 'Uncertain data', 'TRIPS architecture']"
Performance and Energy Consumption Analysis of a Delay-Tolerant Network for Censorship-Resistant Communication,2015,Mobile Ad Hoc Networking and Computing,"Yue Liu, David R. Bild, David Adrian, Gulshan Singh, Robert P. Dick","['University of Michigan', 'Wireless', 'Social media']"
Ego network models for Future Internet social networking environments,2012,Computer Communications,"Andrea Passarella1, Robin I.M. Dunbar2, Marco Conti1, Fabio Pezzoni1","['2University of Oxford', 'The Internet', 'Social network']"
Sex differences in social focus across the life cycle in humans.,2016,Royal Society Open Science,"Kunal Bhattacharya1, Asim Ghosh1, Daniel Monsivais1, Robin I. M. Dunbar1, 2, Kimmo Kaski1, 2","['2University of Oxford', 'Sociality', 'Social network']"
Scaling up Link Prediction with Ensembles,2016,Web Search and Data Mining,"Liang Duan1, Charu C. Aggarwal2, Shuai Ma1, Renjun Hu1, Jinpeng Huai1","['2IBM', 'Scaling', 'Scalability']"
Uncovering the Spatiotemporal Patterns of Collective Social Activity,2017,SIAM International Conference on Data Mining,"Martin Jankowiak1, Manuel Gomez Rodriguez2","['2Max Planck Society', 'Synthetic data', 'Social media']"
An analytical framework to nowcast well-being using mobile phone data,2016,Journal of data science,"Luca Pappalardo1, Maarten Vanhoof2, Lorenzo Gabrielli3, Zbigniew Smoreda2, Dino Pedreschi1","['1University of Pisa,', '2SENSE Orange Labs, Paris, France,', '3National Research Council']"
NextMe: Localization Using Cellular Traces in Internet of Things,2015,IEEE Transactions on Industrial Informatics,"Daqiang Zhang1, Shengjie Zhao1, Laurence T. Yang2, Min Chen2, Yunsheng Wang3","['1Tongji University,', '2Huazhong University of Science and Technology,', '3Kettering University']"
Link Prediction across Heterogeneous Social Networks: A Survey,2014,Arxiv,"Philip S. Yu, Bing Liu, Ouri E. Wolfson","['Social Welfare', 'Snapshot (computer storage)', '+5']"
Utility-Based Link Recommendation for Online Social Networks,2017,Management Science,"Zhepeng Li1, Xiao Fang2, Xue Bai3, Olivia R. Liu Sheng4","['2University of Delaware,', '3University of Connecticut,', '4University of Utah']"
EDUM: classroom education measurements via large-scale WiFi networks,2016,Ubiquitous Computing,"Mengyu Zhou, Minghua Ma, Yangkun Zhang, Kaixin SuiA, Dan Pei","['Tsinghua University', 'Simulation', 'Punctuality']"
An Ensemble Approach to Link Prediction,2017,IEEE Transactions on Knowledge and Data Engineering,"Liang Duan1, Shuai Ma1, Charu C. Aggarwal2, Tiejun Ma3, Jinpeng Huai1","['2IBM,', '3University of Southampton', 'Scalability']"
A new understanding of friendships in space,2015,Journal of Information Science,"Won-Yong Shin1, Bikash C. Singh1, Jaehee Cho2, Andr3, M. Everett","['2Kwangwoon University,', '3University of Otago', ""Zipf's law""]"
Mining Human Mobility in Location-Based Social Networks,2015,Arxiv,"Huiji Gao, Huan Liu","['Social media', 'Point of interest', '+4']"
POI Recommendation: A Temporal Matching between POI Popularity and User Regularity,2016,International Conference on Data Mining,"Zijun Yao1, Yanjie Fu2, Bin Liu3, Yanchi Liu1, Hui Xiong1","['2Missouri University of Science and Technology,', '3IBM', 'Social network']"
On the Predictability of Human Contacts: Influence Factors and the Strength of Stronger Ties,2012,"Privacy, Security, Risk and Trust","Christoph Scholz, Martin Atzmueller, Gerd Stumme","['Social network analysis', 'Social network', 'Predictability']"
Using Location-Based Social Networks to Validate Human Mobility and Relationships Models,2012,Advances in Social Networks Analysis and Mining,"Tommy Nguyen, Boleslaw K. Szymanski","['Wireless sensor network', 'Vehicular ad hoc network', 'Social network']"
Location affiliation networks: bonding social and spatial information,2012,European conference on Machine Learning,"Konstantinos Pelechrinis, Prashant Krishnamurthy","['Unsupervised learning', 'Spatial analysis', 'Social relation']"
Spatial and Temporal Evaluation of Network-Based Analysis of Human Mobility,2014,Arxiv,"Michele Coscia1, Salvatore Rinzivillo2, Fosca Giannotti2, Dino Pedreschi3","[""2Istituto di Scienza e Tecnologie dell'Informazione,"", '3University of Pisa', 'Social network analysis']"
Understanding spatial homophily: the case of peer influence and social selection,2014,The Web Conference,"Ke Zhang, Konstantinos Pelechrinis","['Social network', 'Social media', 'Recommender system']"
From face-to-face gathering to social structure,2012,Conference on Information and Knowledge Management,"Chunyan Wang1, Mao Ye2, Wang-chien Lee3","['2Hewlett-Packard,', '3Pennsylvania State University', 'Social network']"
Modelling human mobility patterns using photographic data shared online.,2015,Royal Society Open Science,"Daniele Barchiesi1, Tobias Preis1, 2, 3, Steven R. Bishop1, Helen Susannah Moat1, 2, 3","['2University of Warwick,', '3Boston University', 'Upload']"
Sampling operations on big data,2015,"Asilomar Conference on Signals, Systems and Computers","Vijay Gadepally, Taylor Herr, Luke Johnson, Lauren Milechin, Maja Milosavljevic","['Massachusetts Institute of Technology', 'Signal processing', 'Sampling (statistics)']"
Will We Connect Again? Machine Learning for Link Prediction in Mobile Social Networks,2013,Mining and Learning with Graphs,"Ole J. Mengshoel, Raj Desai, Andrew Chen, Brian Tran","['Reality mining', 'Online machine learning', '+9']"
Private mobility-cast for opportunistic networks,2017,Computer Networks,"Gianpiero Costantino1, Rajib Ranjan Maiti1, Fabio Martinelli1, Paolo Santi2","['2Massachusetts Institute of Technology', 'Secure two-party computation', 'Mobility model']"
Guest editorial: Special issue on data mining technologies for computational social science,2012,Data Mining and Knowledge Discovery,"Fei Wang1, Hanghang Tong1, Philip S. Yu2, Charu C. Aggarwal1","['2University of Illinois at Chicago', 'Umbrella term', 'Support vector machine']"
Toward personalized relational learning,2017,SIAM International Conference on Data Mining,"Jundong Li1, Liang Wu1, Osmar R. ZaÃ¯ane2, Huan Liu3","['2University of Alberta,', '3Computing, Informatics and Decision Systems Engineering, School of (CIDSE)', 'Statistical relational learning']"
Predicting missing links via significant paths,2014,EPL,"Xuzhen Zhu1, Hui Tian1, Shimin Cai2, Junming Huang3, Tao Zhou2","['2University of Electronic Science and Technology of China,', '3Chinese Academy of Sciences', 'Quantum mechanics']"
Actively learning to infer social ties,2012,Data Mining and Knowledge Discovery,"Honglei Zhuang1, Jie Tang1, Wenbin Tang1, Tiancheng Lou1, Alvin Chin2","['1Tsinghua University,', '2Nokia', 'Social network']"
An agent-based model to evaluate carpooling at large manufacturing plants,2012,Procedia Computer Science,"Tom Bellemans1, Sebastian Bothe2, Sungjin Cho1, Fosca Giannotti3, Davy Janssens1","['1University of Hasselt,', '2Fraunhofer IAIS, Schloss Birlinghoven, 53754 Sankt Augustin (Germany),', ""3Istituto di Scienza e Tecnologie dell'Informazione""]"
Clustering high dimensional data: examining differences and commonalities between subspace clustering and text clustering - a position paper,2014,Sigkdd Explorations,"Hans-Peter Kriegel, Eirini Ntoutsi","['Single-linkage clustering', 'Pattern recognition', 'Machine learning']"
"A Survey of Link Recommendation for Social Networks: Methods, Theoretical Foundations, and Future Research Directions",2017,ACM Transactions on Management Information Systems,"Zhepeng (Lionel) Li1, Xiao Fang2, Olivia R. Liu Sheng3","['2University of Delaware,', '3University of Utah', 'Social network']"
VA-Index: Quantifying Assortativity Patterns in Networks with Multidimensional Nodal Attributes.,2016,PLOS ONE,"Konstantinos Pelechrinis, Dong Wei","['Statistical hypothesis testing', 'Social network', 'Phenomenon']"
Leveraging Careful Microblog Users for Spammer Detection,2015,The Web Conference,"Hao Fu1, Xing Xie2, Yong Rui2","['2Microsoft', 'World Wide Web', 'Supervised learning']"
"Mobile social networks: Design requirements, architecture, and state-of-the-art technology",2017,Computer Communications,"Zhifei Mao1, Yuming Jiang1, Geyong Min2, Supeng Leng3, Xiaolong Jin4","['1Norwegian University of Science and Technology,', '2University of Exeter,', '3University of Electronic Science and Technology of China,']"
Predicting aggregate social activities using continuous-time stochastic process,2012,Conference on Information and Knowledge Management,"Shu Huang1, Min Chen2, Bo Luo3, Dongwon Lee1","['2Johns Hopkins University,', '3University of Kansas', 'Stochastic process']"
Trust Evolution: Modeling and Its Applications,2015,IEEE Transactions on Knowledge and Data Engineering,"Jiliang Tang1, Huiji Gao1, Atish Das Sarma2, Yingzhou Bi3, Huan Liu1","['2eBay,', '3Science Computing and Intelligent Information Processing of GuangXi Higher Education Key Laboratory, Guangxi Teachers Education University, Nanning, China', 'Leverage (finance)']"
PrivacyStreams: Enabling Transparency in Personal Data Processing for Mobile Apps,2017,Arxiv,"Yuanchun Li1, Fanglin Chen2, Toby Jia-Jun Li2, Yao Guo1, Gang Huang1","['1Peking University,', '2Carnegie Mellon University', 'Usability']"
On the importance of temporal dynamics in modeling urban activity,2013,Knowledge Discovery and Data Mining,"Ke Zhang1, Qiuye Jin1, Konstantinos Pelechrinis1, Theodoros Lappas2","['2Stevens Institute of Technology', 'Urban computing', 'Urban area']"
Diffusion of â€œFollowingâ€ù Links in Microblogging Networks,2015,IEEE Transactions on Knowledge and Data Engineering,"Jing Zhang1, Zhanpeng Fang1, Wei Chen2, Jie Tang1","['2Microsoft', 'Social network', 'Social media']"
Social ties and checkin sites: Connections and latent structures in Location Based Social Networks,2015,Advances in Social Networks Analysis and Mining,"Sudhir B. Kylasa1, Giorgios Kollias2, Ananth Grama1","['2IBM', 'User experience design', 'Social network']"
Privacy-Preserving Social Tie Discovery Based on Cloaked Human Trajectories,2017,IEEE Transactions on Vehicular Technology,"Ye Tian1, Wendong Wang1, Jie Wu2, Qinli Kou1, Zheng Song1","['1Beijing University of Posts and Telecommunications,', '2Temple University', 'Upload']"
Taxi Driving Behavior Analysis in Latent Vehicle-to-Vehicle Networks: A Social Influence Perspective,2016,Knowledge Discovery and Data Mining,"Tong Xu1, Hengshu Zhu2, Xiangyu Zhao1, Qi Feng Liu1, Hao Zhong3","['1University of Science and Technology of China,', '2Baidu,', '3Rutgers University']"
Social Information Improves Location Prediction in the Wild,2015,National Conference on Artificial Intelligence,"Jia Li1, Ivan Brugere1, Brian D. Ziebart1, Tanya Y. Berger-Wolf1, Margaret Crofoot2","['1University of Illinois at Chicago,', '2University of California, Davis', 'Social network']"
Human mobility and predictability enriched by social phenomena information,2013,Advances in Social Networks Analysis and Mining,"Nicolas B. Ponieman1, Alejo Salles2, Carlos Sarraute1","['2University of Buenos Aires', 'Predictability', 'Mobile search']"
"Calling, texting, and moving: multidimensional interactions of mobile phone users",2015,Computational Social Networks,"Matteo Zignani, Christian Quadri, Sabrina Gaito, Gian Paolo Rossi","['Social network analysis', 'Short Message Service', 'Multimedia']"
On proactive caching with demand and channel uncertainties,2015,"Allerton Conference on Communication, Control, and Computing","L. Srikar Muppirisetty1, John Tadrous2, Atilla Eryilmaz3, Henk Wymeersch1","['2Rice University,', '3Ohio State University', 'Wireless network']"
Driving Habits Data: Location Privacy Implications and Solutions,2017,IEEE Symposium on Security and Privacy,"Jacob Bellatti1, Andrew Brunner2, Joseph Lewis3, Prasad Annadata4, Wisam Eltarjaman4","['1ViaSat,', '2Ebates,', '3Purdue University,']"
What Will You Do for the Rest of the Day?: An Approach to Continuous Trajectory Prediction,2018,Arxiv,"Amin Sadri1, Flora D. Salim1, Yongli Ren1, Wei Shao1, John C. Krumm2","['1RMIT University,', '2Microsoft', 'Trajectory']"
Propagation- and Mobility-Aware D2D Social Content Replication,2017,IEEE Transactions on Mobile Computing,"Zhi Wang, Lifeng Sun, Miao Zhang, Haitian Pang, Erfang Tian","['Tsinghua University', 'Social network', 'Social media']"
Fast graph mining with HBase,2015,Information Sciences,"Ho Lee1, Bin Shao2, U Kang1","['2Microsoft', 'Theoretical computer science', 'Scalability']"
The Where and When of Finding New Friends: Analysis of a Location-based Social Discovery Network,2013,International Conference on Weblogs and Social Media,"Terence Chen1, Mohamed Ali Kaafar2, Roksana Boreli1","['2French Institute for Research in Computer Science and Automation', 'Virtual community', 'Spatial analysis']"
Mapping dynamic social networks in real life using participants' own smartphones,2015,Heliyon,"Tjeerd W. Boonstra1, 2, Mark E. Larsen1, Helen Christensen1","['2VU University Amsterdam', 'World Wide Web', 'Social network']"
Robust Spammer Detection in Microblogs: Leveraging User Carefulness,2017,ACM Transactions on Intelligent Systems and Technology,"Hao Fu1, Xing Xie2, Yong Rui2, Neil Zhenqiang Gong3, Guangzhong Sun1","['1University of Science and Technology of China,', '2Microsoft,', '3Iowa State University']"
Weighted hierarchical geographic information description model for social relation estimation,2016,Neurocomputing,"Kai Zhang1, Xiaochun Yun1, Xiao-Yu Zhang1, Xiaobin Zhu2, Chao Li3","['1Chinese Academy of Sciences,', '2Beijing Technology and Business University,', '3National Computer Network Emergency Response Technical Team/Coordination Center of China, Beijing 100029, China']"
On the use of mobility data for discovery and description of social ties,2013,Advances in Social Networks Analysis and Mining,"Mitra Baratchi, Nirvana Meratnia, Paul J. M. Havinga","['Social relation', 'Social network analysis', 'Social network']"
Personalized location recommendation on location-based social networks,2014,Conference on Recommender Systems,"Huiji Gao, Jiliang Tang, Huan Liu","['Social network', 'Recommender system', 'Personalization']"
Similarity-based link prediction in social networks: A path and node combined approach:,2017,Journal of Information Science,"Chuanming Yu1, Xiaoli Zhao1, Lu An2, Xia Lin3","['2Wuhan University,', '3Drexel University', 'The Internet']"
Great cities look small,2015,Journal of the Royal Society Interface,"Aaron Sim, Sophia N. Yaliraki, Mauricio Barahona, Michael P. H. Stumpf","['Welfare economics', 'Social network', 'Simulation']"
